complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,defect
163,5028,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
228,5143,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
228,5143,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
210,5003,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
210,5003,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
73,1421,757,253,292,73,244,162,830,13,61,38,67,74,105,409,651,7,4654,258,0,0
7,299,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
87,2905,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,0
52,3380,520,294,400,33,13,81,553,10,261,204,367,271,571,2128,4614,7,32445,1802,1,0
97,4424,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
38,2303,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,0
48,1750,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,0
348,6936,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
348,6936,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
348,6936,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
80,4257,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
80,4250,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
47,1325,773,422,505,30,103,129,803,14,77,46,83,91,129,535,839,7,6334,351,0,0
45,1298,773,422,505,30,103,129,803,14,77,46,83,91,129,535,839,7,6334,351,0,0
7,353,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
119,4767,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
45,1297,773,422,505,30,103,129,803,14,77,46,83,91,129,535,839,7,6334,351,0,0
108,2066,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,0
108,2066,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,0
122,4899,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
64,1733,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
64,1733,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
64,1721,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
64,1721,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
67,3083,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
181,4179,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
181,4179,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
72,3739,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,0
76,3893,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
228,5144,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
228,5144,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
52,1094,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,1
52,1094,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,1
228,5136,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
228,5136,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
12,419,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
12,419,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
161,7064,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,1
161,7064,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,1
161,7062,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
161,7062,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,0
52,1094,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0
52,1094,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,0
228,5136,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
228,5136,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
12,419,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,0
12,419,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,0
73,3848,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
73,3850,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,0
235,5317,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
235,5317,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
234,5311,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
234,5311,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
232,5292,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
232,5292,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
229,5195,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
229,5195,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
4,95,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,1
4,95,515,298,307,33,80,99,548,12,63,44,77,75,121,419,753,7,5527,307,0,1
1,106,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,1
75,1461,757,253,292,73,244,162,830,13,61,38,67,74,105,409,651,7,4654,258,0,1
229,5199,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
229,5199,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
83,2365,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,0
83,2365,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,0
184,4257,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
184,4257,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
4,92,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,0
4,92,515,298,307,33,80,99,548,12,63,44,77,75,121,419,753,7,5527,307,0,0
193,3994,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
193,3994,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
4,90,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,0
4,90,515,298,307,33,80,99,548,12,63,44,77,75,121,419,753,7,5527,307,0,0
96,1835,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
75,3288,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
1,106,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,0
229,5171,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
229,5171,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
181,4189,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
181,4189,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
195,4029,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
195,4029,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
73,3834,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,0
96,1835,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
75,3288,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
52,1088,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0
52,1088,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,0
52,1082,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0
52,1082,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,0
94,1805,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
73,1425,757,253,292,73,244,162,830,13,61,38,67,74,105,409,651,7,4654,258,0,0
346,6927,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
346,6927,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
346,6927,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
33,1914,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,0
167,5123,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
167,5123,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
153,4268,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
167,5122,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
167,5122,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
155,4372,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
100,1967,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
256,6030,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
256,6030,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
135,2748,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
135,2748,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
124,4990,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
60,1682,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
60,1682,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
66,3053,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
257,6191,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
257,6191,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
231,5221,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
231,5221,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
93,1852,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
12,422,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,1
12,422,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,1
166,5068,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
166,5068,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,1
64,1726,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
64,1726,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,1
94,1811,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
155,4372,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
68,3131,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
100,1967,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
256,6030,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
256,6030,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
257,6066,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
257,6066,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
166,5068,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
166,5068,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
64,1726,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
64,1726,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
100,1973,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
68,3131,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
99,2020,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
86,1808,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,1
351,7048,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
351,7048,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
351,7048,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
229,5199,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
229,5199,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
212,5103,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
212,5103,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
256,6158,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
256,6158,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
193,3994,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
193,3994,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
87,2923,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,1
73,3850,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
26,1029,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
167,5122,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
167,5122,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,1
184,4257,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
184,4257,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
113,2492,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
113,2492,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,1
231,5221,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
231,5221,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
12,422,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,0
12,422,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,0
17,604,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,0
230,5220,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
230,5220,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
112,2476,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
112,2476,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,0
18,646,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,0
230,5208,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
230,5208,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
188,4306,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
188,4306,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
230,5217,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
230,5217,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
164,7175,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
164,7175,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,0
230,5248,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
230,5248,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
50,588,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,0
163,7149,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
163,7149,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,0
231,5269,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
231,5269,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
185,4238,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
185,4238,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
112,2472,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
112,2472,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,0
162,7122,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
162,7122,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,0
231,5270,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
231,5270,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
231,5276,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
231,5276,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
231,5276,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,1
231,5276,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,1
138,2871,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
138,2871,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,1
126,5054,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
12,426,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,0
12,426,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,0
258,6089,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
258,6089,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
8,329,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,0
138,2871,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
138,2871,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
126,5054,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
141,2959,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
141,2959,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,1
128,5156,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
141,2959,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
141,2959,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
128,5156,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
204,4267,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
204,4267,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
81,3472,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
162,7134,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,1
162,7134,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,1
132,5730,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,1
76,3893,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
214,5107,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
214,5107,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
203,4282,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
203,4282,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
204,4297,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
204,4297,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
81,4076,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
168,5128,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
168,5128,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
110,4156,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
204,4299,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
204,4299,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
97,1855,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
76,3351,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
214,5107,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
214,5107,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
162,7134,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
162,7134,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,0
132,5730,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,0
167,5074,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
167,5074,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
100,2040,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
202,4260,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
202,4260,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
347,6940,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
347,6940,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
347,6940,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
9,367,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,0
22,453,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,1
22,453,156,79,106,5,16,28,161,5,14,8,15,19,23,64,97,2,261,14,0,1
19,679,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,1
22,453,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,0
22,453,156,79,106,5,16,28,161,5,14,8,15,19,23,64,97,2,261,14,0,0
19,679,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,0
348,6947,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
348,6947,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
348,6947,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
80,4253,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
111,2463,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
111,2463,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,1
82,4311,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
203,4272,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
203,4272,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
82,4120,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
111,2463,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
111,2463,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,0
259,6096,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
259,6096,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
231,5287,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
231,5287,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
135,5789,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,0
202,4267,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
202,4267,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
11,406,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,0
203,4279,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
203,4279,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
348,6963,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
348,6963,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
348,6963,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
11,428,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,0
191,4342,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
191,4342,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
